C28992R100;score
E1185N4867;-15,70
E1186N4867;-22,38
E1187N4867;-14,08
E1188N4867;-8,66
E1189N4867;-5,22
E1190N4867;-6,13
E1191N4867;-7,88
E1192N4867;-8,76
E1193N4867;-16,79
E1194N4867;-40,13
E1195N4867;-60,50
E1196N4867;-71,49
E1197N4867;-79,00
E1198N4867;-77,65
E1199N4867;-85,43
E1200N4867;-83,00
E1201N4867;-62,92
E1202N4867;-40,13
E1203N4867;-33,09
E1204N4867;-28,34
E1205N4867;-33,20
E1206N4867;-30,57
E1207N4867;-32,52
E1208N4867;-37,55
E1209N4867;-60,50
E1210N4867;-101,43
E1211N4867;-151,96
E1212N4867;-169,56
E1213N4867;-216,48
E1214N4867;-233,46
E1215N4867;-212,07
E1216N4867;-186,10
E1217N4867;-118,29
E1218N4867;-70,23
E1219N4867;-62,77
E1220N4867;-41,07
E1221N4867;-26,58
E1222N4867;-13,91
E1223N4867;-8,87
E1224N4867;-14,86
E1225N4867;-25,18
E1226N4867;-26,59
E1227N4867;-25,73
E1228N4867;-16,31
E1229N4867;-8,94
E1230N4867;-9,32
E1231N4867;-7,13
E1232N4867;-5,48
E1233N4867;-10,78
E1234N4867;-20,21
E1235N4867;-28,70
E1236N4867;-26,44
E1237N4867;-18,88
E1238N4867;-6,33
E1239N4867;-1,95
E1240N4867;-1,55
E1241N4867;-5,19
E1242N4867;-10,60
E1243N4867;-13,09
E1244N4867;-16,07
E1245N4867;-9,90
E1246N4867;-4,50
E1247N4867;-0,14
E1248N4867;-0,32
E1249N4867;-0,45
E1250N4867;-0,59
E1251N4867;-0,41
E1252N4867;-0,14
E1260N4867;-2,20
E1261N4867;-2,20
E1262N4867;-2,20
E1265N4867;-1,35
E1266N4867;-1,35
E1267N4867;-1,35
E1151N4868;-0,35
E1152N4868;-0,80
E1153N4868;-1,15
E1154N4868;-0,80
E1155N4868;-0,35
E1174N4868;-2,30
E1175N4868;-2,30
E1176N4868;-2,30
E1179N4868;-0,35
E1180N4868;-0,35
E1181N4868;-0,35
E1182N4868;-1,11
E1183N4868;-7,02
E1184N4868;-24,02
E1185N4868;-30,02
E1186N4868;-37,04
E1187N4868;-24,52
E1188N4868;-14,28
E1189N4868;-3,64
E1190N4868;-1,62
E1191N4868;-3,69
E1192N4868;-4,01
E1193N4868;-5,94
E1194N4868;-24,41
E1195N4868;-47,93
E1196N4868;-59,20
E1197N4868;-68,69
E1198N4868;-72,87
E1199N4868;-81,09
E1200N4868;-76,84
E1201N4868;-64,71
E1202N4868;-42,78
E1203N4868;-39,42
E1204N4868;-40,17
E1205N4868;-48,08
E1206N4868;-43,04
E1207N4868;-29,38
E1208N4868;-43,60
E1209N4868;-76,59
E1210N4868;-124,71
E1211N4868;-175,28
E1212N4868;-194,49
E1213N4868;-183,55
E1214N4868;-164,43
E1215N4868;-125,67
E1216N4868;-92,50
E1217N4868;-51,38
E1218N4868;-47,15
E1219N4868;-43,08
E1220N4868;-33,71
E1221N4868;-27,88
E1222N4868;-17,01
E1223N4868;-9,42
E1224N4868;-9,01
E1225N4868;-16,68
E1226N4868;-18,85
E1227N4868;-18,16
E1228N4868;-10,35
E1229N4868;-9,87
E1230N4868;-9,87
E1231N4868;-10,71
E1232N4868;-9,28
E1233N4868;-11,77
E1234N4868;-21,00
E1235N4868;-25,05
E1236N4868;-24,36
E1237N4868;-16,78
E1238N4868;-8,21
E1239N4868;-4,77
E1240N4868;-2,69
E1241N4868;-4,62
E1242N4868;-11,14
E1243N4868;-15,57
E1244N4868;-12,15
E1245N4868;-7,70
E1246N4868;-2,30
E1247N4868;-0,14
E1248N4868;-0,32
E1249N4868;-0,59
E1250N4868;-0,63
E1251N4868;-0,45
E1252N4868;-0,32
E1253N4868;-0,14
E1259N4868;-2,20
E1260N4868;-5,15
E1261N4868;-5,15
E1262N4868;-5,15
E1263N4868;-2,20
E1264N4868;-1,35
E1265N4868;-3,15
E1266N4868;-3,15
E1267N4868;-3,15
E1268N4868;-1,35
E1151N4869;-0,35
E1152N4869;-0,80
E1153N4869;-0,80
E1154N4869;-0,80
E1155N4869;-0,35
E1170N4869;-0,27
E1171N4869;-0,27
E1172N4869;-0,27
E1173N4869;-0,14
E1174N4869;-0,32
E1175N4869;-0,32
E1176N4869;-0,32
E1177N4869;-0,14
E1178N4869;-0,35
E1179N4869;-0,80
E1180N4869;-0,80
E1181N4869;-1,92
E1182N4869;-3,28
E1183N4869;-14,46
E1184N4869;-33,49
E1185N4869;-53,86
E1186N4869;-65,48
E1187N4869;-49,80
E1188N4869;-26,78
E1189N4869;-9,42
E1190N4869;-3,92
E1191N4869;-4,55
E1192N4869;-4,23
E1193N4869;-9,15
E1194N4869;-23,33
E1195N4869;-33,81
E1196N4869;-52,03
E1197N4869;-62,52
E1198N4869;-65,82
E1199N4869;-64,60
E1200N4869;-62,52
E1201N4869;-43,19
E1202N4869;-43,59
E1203N4869;-47,47
E1204N4869;-56,18
E1205N4869;-62,69
E1206N4869;-59,92
E1207N4869;-49,42
E1208N4869;-51,53
E1209N4869;-72,02
E1210N4869;-126,35
E1211N4869;-166,67
E1212N4869;-174,80
E1213N4869;-145,91
E1214N4869;-98,99
E1215N4869;-54,97
E1216N4869;-29,26
E1217N4869;-27,67
E1218N4869;-34,36
E1219N4869;-36,45
E1220N4869;-31,76
E1221N4869;-24,04
E1222N4869;-13,84
E1223N4869;-9,49
E1224N4869;-9,63
E1225N4869;-12,37
E1226N4869;-13,95
E1227N4869;-12,93
E1228N4869;-9,38
E1229N4869;-8,07
E1230N4869;-9,44
E1231N4869;-9,59
E1232N4869;-10,12
E1233N4869;-12,33
E1234N4869;-16,69
E1235N4869;-19,07
E1236N4869;-19,34
E1237N4869;-17,06
E1238N4869;-12,81
E1239N4869;-8,11
E1240N4869;-5,57
E1241N4869;-5,20
E1242N4869;-8,28
E1243N4869;-10,65
E1244N4869;-9,35
E1245N4869;-5,20
E1246N4869;-0,36
E1247N4869;-0,27
E1248N4869;-0,32
E1249N4869;-0,45
E1250N4869;-0,63
E1251N4869;-0,59
E1252N4869;-0,32
E1253N4869;-0,14
E1259N4869;-2,20
E1260N4869;-5,15
E1261N4869;-7,35
E1262N4869;-5,15
E1263N4869;-2,20
E1264N4869;-1,35
E1265N4869;-3,15
E1266N4869;-4,50
E1267N4869;-3,15
E1268N4869;-1,35
E1152N4870;-0,35
E1153N4870;-0,35
E1154N4870;-0,35
E1164N4870;-0,69
E1165N4870;-0,69
E1166N4870;-0,69
E1169N4870;-0,27
E1170N4870;-0,63
E1171N4870;-0,63
E1172N4870;-0,63
E1173N4870;-0,41
E1174N4870;-0,32
E1175N4870;-0,45
E1176N4870;-0,76
E1177N4870;-0,59
E1178N4870;-0,79
E1179N4870;-0,80
E1180N4870;-2,02
E1181N4870;-2,79
E1182N4870;-4,15
E1183N4870;-19,70
E1184N4870;-45,36
E1185N4870;-75,66
E1186N4870;-90,86
E1187N4870;-80,02
E1188N4870;-52,69
E1189N4870;-32,55
E1190N4870;-13,78
E1191N4870;-13,65
E1192N4870;-8,70
E1193N4870;-11,44
E1194N4870;-23,83
E1195N4870;-39,46
E1196N4870;-54,38
E1197N4870;-65,90
E1198N4870;-66,38
E1199N4870;-60,86
E1200N4870;-47,74
E1201N4870;-32,19
E1202N4870;-28,72
E1203N4870;-36,24
E1204N4870;-49,18
E1205N4870;-70,92
E1206N4870;-72,67
E1207N4870;-56,68
E1208N4870;-57,76
E1209N4870;-75,03
E1210N4870;-102,09
E1211N4870;-149,19
E1212N4870;-154,86
E1213N4870;-132,05
E1214N4870;-98,11
E1215N4870;-68,94
E1216N4870;-54,74
E1217N4870;-48,01
E1218N4870;-43,67
E1219N4870;-47,45
E1220N4870;-35,10
E1221N4870;-23,85
E1222N4870;-11,92
E1223N4870;-9,74
E1224N4870;-10,94
E1225N4870;-14,31
E1226N4870;-15,04
E1227N4870;-12,81
E1228N4870;-8,84
E1229N4870;-5,41
E1230N4870;-7,05
E1231N4870;-8,41
E1232N4870;-7,79
E1233N4870;-7,62
E1234N4870;-8,01
E1235N4870;-9,15
E1236N4870;-10,52
E1237N4870;-12,23
E1238N4870;-11,97
E1239N4870;-10,32
E1240N4870;-6,21
E1241N4870;-2,74
E1242N4870;-3,63
E1243N4870;-3,99
E1244N4870;-3,01
E1245N4870;-0,68
E1246N4870;-0,32
E1247N4870;-0,32
E1248N4870;-0,27
E1249N4870;-0,84
E1250N4870;-1,02
E1251N4870;-0,89
E1252N4870;-0,32
E1253N4870;-0,14
E1257N4870;-0,35
E1258N4870;-0,35
E1259N4870;-2,55
E1260N4870;-5,15
E1261N4870;-5,15
E1262N4870;-5,15
E1263N4870;-2,20
E1264N4870;-1,35
E1265N4870;-3,15
E1266N4870;-3,15
E1267N4870;-3,29
E1268N4870;-1,48
E1269N4870;-0,14
E1163N4871;-0,69
E1164N4871;-1,61
E1165N4871;-1,61
E1166N4871;-1,61
E1167N4871;-0,69
E1169N4871;-0,27
E1170N4871;-0,63
E1171N4871;-0,90
E1172N4871;-0,63
E1173N4871;-0,41
E1174N4871;-0,45
E1175N4871;-0,90
E1176N4871;-1,50
E1177N4871;-1,18
E1178N4871;-1,39
E1179N4871;-2,13
E1180N4871;-2,84
E1181N4871;-5,39
E1182N4871;-12,06
E1183N4871;-22,90
E1184N4871;-45,59
E1185N4871;-67,67
E1186N4871;-90,97
E1187N4871;-82,56
E1188N4871;-61,50
E1189N4871;-42,72
E1190N4871;-28,42
E1191N4871;-25,85
E1192N4871;-19,01
E1193N4871;-15,42
E1194N4871;-24,54
E1195N4871;-30,84
E1196N4871;-51,96
E1197N4871;-69,30
E1198N4871;-71,97
E1199N4871;-70,69
E1200N4871;-47,78
E1201N4871;-36,80
E1202N4871;-27,31
E1203N4871;-33,83
E1204N4871;-44,63
E1205N4871;-55,26
E1206N4871;-59,17
E1207N4871;-56,47
E1208N4871;-42,11
E1209N4871;-48,71
E1210N4871;-72,71
E1211N4871;-117,73
E1212N4871;-135,77
E1213N4871;-148,37
E1214N4871;-140,76
E1215N4871;-128,09
E1216N4871;-112,83
E1217N4871;-103,06
E1218N4871;-85,07
E1219N4871;-68,27
E1220N4871;-40,23
E1221N4871;-21,02
E1222N4871;-11,03
E1223N4871;-9,24
E1224N4871;-13,95
E1225N4871;-14,99
E1226N4871;-14,26
E1227N4871;-11,41
E1228N4871;-7,53
E1229N4871;-5,06
E1230N4871;-4,80
E1231N4871;-5,36
E1232N4871;-5,75
E1233N4871;-4,11
E1234N4871;-2,31
E1235N4871;-2,29
E1236N4871;-3,44
E1237N4871;-8,45
E1238N4871;-9,52
E1239N4871;-9,93
E1240N4871;-5,51
E1241N4871;-2,28
E1242N4871;-0,60
E1243N4871;-0,32
E1244N4871;-1,31
E1245N4871;-1,31
E1246N4871;-1,31
E1247N4871;-0,32
E1248N4871;-0,71
E1249N4871;-1,33
E1250N4871;-1,46
E1251N4871;-1,46
E1252N4871;-0,71
E1256N4871;-0,35
E1257N4871;-0,80
E1258N4871;-0,80
E1259N4871;-0,80
E1260N4871;-2,55
E1261N4871;-2,20
E1262N4871;-2,20
E1265N4871;-1,35
E1266N4871;-1,48
E1267N4871;-1,66
E1268N4871;-0,32
E1269N4871;-0,32
E1270N4871;-0,14
E1163N4872;-0,69
E1164N4872;-1,61
E1165N4872;-2,30
E1166N4872;-1,61
E1167N4872;-0,69
E1169N4872;-0,27
E1170N4872;-0,63
E1171N4872;-0,63
E1172N4872;-0,63
E1173N4872;-0,41
E1174N4872;-0,45
E1175N4872;-0,90
E1176N4872;-2,19
E1177N4872;-2,33
E1178N4872;-1,74
E1179N4872;-1,67
E1180N4872;-3,81
E1181N4872;-11,24
E1182N4872;-20,42
E1183N4872;-26,66
E1184N4872;-42,15
E1185N4872;-52,34
E1186N4872;-67,11
E1187N4872;-59,42
E1188N4872;-56,08
E1189N4872;-41,26
E1190N4872;-35,76
E1191N4872;-29,79
E1192N4872;-24,22
E1193N4872;-14,26
E1194N4872;-17,91
E1195N4872;-20,83
E1196N4872;-32,60
E1197N4872;-47,42
E1198N4872;-56,40
E1199N4872;-60,30
E1200N4872;-49,65
E1201N4872;-40,61
E1202N4872;-38,23
E1203N4872;-41,64
E1204N4872;-43,17
E1205N4872;-53,37
E1206N4872;-52,98
E1207N4872;-46,49
E1208N4872;-39,41
E1209N4872;-41,51
E1210N4872;-66,87
E1211N4872;-102,64
E1212N4872;-134,42
E1213N4872;-157,96
E1214N4872;-168,82
E1215N4872;-165,00
E1216N4872;-159,53
E1217N4872;-156,20
E1218N4872;-128,18
E1219N4872;-105,60
E1220N4872;-59,97
E1221N4872;-22,82
E1222N4872;-10,25
E1223N4872;-9,43
E1224N4872;-9,20
E1225N4872;-10,35
E1226N4872;-8,20
E1227N4872;-6,85
E1228N4872;-4,30
E1229N4872;-2,06
E1230N4872;-3,16
E1231N4872;-2,46
E1232N4872;-2,18
E1233N4872;-1,35
E1234N4872;-0,95
E1235N4872;-1,23
E1236N4872;-1,29
E1237N4872;-4,09
E1238N4872;-5,51
E1239N4872;-5,85
E1240N4872;-4,10
E1241N4872;-2,27
E1242N4872;-1,85
E1243N4872;-2,42
E1244N4872;-3,79
E1245N4872;-2,99
E1246N4872;-2,99
E1247N4872;-1,17
E1248N4872;-0,71
E1249N4872;-1,33
E1250N4872;-1,90
E1251N4872;-1,33
E1252N4872;-0,57
E1256N4872;-0,35
E1257N4872;-0,80
E1258N4872;-1,15
E1259N4872;-0,80
E1260N4872;-0,35
E1266N4872;-0,14
E1267N4872;-0,32
E1268N4872;-0,45
E1269N4872;-0,32
E1270N4872;-0,14
E1156N4873;-0,63
E1157N4873;-0,63
E1158N4873;-0,77
E1159N4873;-0,14
E1160N4873;-0,14
E1163N4873;-0,69
E1164N4873;-1,61
E1165N4873;-1,61
E1166N4873;-1,61
E1167N4873;-1,44
E1168N4873;-2,10
E1169N4873;-2,10
E1170N4873;-1,62
E1171N4873;-0,27
E1172N4873;-0,27
E1173N4873;-0,14
E1174N4873;-0,32
E1175N4873;-1,59
E1176N4873;-2,97
E1177N4873;-2,80
E1178N4873;-2,66
E1179N4873;-2,01
E1180N4873;-3,47
E1181N4873;-10,43
E1182N4873;-21,29
E1183N4873;-27,27
E1184N4873;-26,57
E1185N4873;-24,74
E1186N4873;-29,08
E1187N4873;-29,09
E1188N4873;-29,37
E1189N4873;-28,79
E1190N4873;-28,50
E1191N4873;-28,14
E1192N4873;-21,21
E1193N4873;-12,03
E1194N4873;-8,29
E1195N4873;-6,11
E1196N4873;-11,58
E1197N4873;-23,97
E1198N4873;-33,11
E1199N4873;-47,33
E1200N4873;-44,95
E1201N4873;-51,62
E1202N4873;-54,23
E1203N4873;-56,36
E1204N4873;-54,97
E1205N4873;-59,05
E1206N4873;-59,22
E1207N4873;-58,07
E1208N4873;-51,19
E1209N4873;-42,29
E1210N4873;-65,39
E1211N4873;-105,28
E1212N4873;-147,66
E1213N4873;-167,28
E1214N4873;-184,97
E1215N4873;-182,55
E1216N4873;-184,87
E1217N4873;-210,11
E1218N4873;-188,13
E1219N4873;-155,08
E1220N4873;-81,88
E1221N4873;-29,76
E1222N4873;-12,48
E1223N4873;-7,08
E1224N4873;-5,97
E1225N4873;-4,77
E1226N4873;-1,92
E1227N4873;-2,05
E1228N4873;-1,28
E1229N4873;-1,01
E1230N4873;-1,01
E1231N4873;-0,54
E1232N4873;-0,95
E1233N4873;-0,95
E1234N4873;-0,95
E1235N4873;-0,41
E1236N4873;-0,42
E1237N4873;-0,93
E1238N4873;-2,59
E1239N4873;-2,54
E1240N4873;-2,74
E1241N4873;-3,12
E1242N4873;-6,32
E1243N4873;-14,26
E1244N4873;-15,41
E1245N4873;-12,11
E1246N4873;-3,71
E1247N4873;-1,66
E1248N4873;-0,57
E1249N4873;-2,02
E1250N4873;-2,02
E1251N4873;-2,02
E1252N4873;-0,57
E1256N4873;-0,35
E1257N4873;-0,80
E1258N4873;-0,80
E1259N4873;-0,80
E1260N4873;-0,35
E1263N4873;-0,14
E1264N4873;-0,14
E1265N4873;-0,14
E1266N4873;-0,14
E1267N4873;-0,32
E1268N4873;-0,32
E1269N4873;-0,32
E1270N4873;-0,14
E1155N4874;-0,63
E1156N4874;-1,47
E1157N4874;-4,48
E1158N4874;-4,85
E1159N4874;-4,01
E1160N4874;-0,50
E1161N4874;-0,14
E1162N4874;-1,19
E1163N4874;-1,19
E1164N4874;-1,87
E1165N4874;-0,69
E1166N4874;-1,44
E1167N4874;-3,10
E1168N4874;-4,90
E1169N4874;-4,90
E1170N4874;-4,58
E1171N4874;-2,43
E1172N4874;-1,08
E1173N4874;-0,54
E1174N4874;-0,32
E1175N4874;-3,07
E1176N4874;-4,45
E1177N4874;-4,95
E1178N4874;-2,06
E1179N4874;-0,69
E1180N4874;-2,31
E1181N4874;-9,56
E1182N4874;-19,33
E1183N4874;-22,71
E1184N4874;-20,10
E1185N4874;-12,94
E1186N4874;-5,01
E1187N4874;-7,93
E1188N4874;-9,33
E1189N4874;-17,31
E1190N4874;-25,59
E1191N4874;-27,51
E1192N4874;-26,53
E1193N4874;-14,93
E1194N4874;-10,20
E1195N4874;-2,85
E1196N4874;-1,95
E1197N4874;-7,41
E1198N4874;-18,32
E1199N4874;-41,73
E1200N4874;-47,33
E1201N4874;-57,68
E1202N4874;-55,95
E1203N4874;-59,36
E1204N4874;-64,74
E1205N4874;-72,91
E1206N4874;-76,73
E1207N4874;-68,83
E1208N4874;-62,86
E1209N4874;-55,80
E1210N4874;-76,17
E1211N4874;-111,49
E1212N4874;-147,49
E1213N4874;-171,44
E1214N4874;-180,33
E1215N4874;-177,14
E1216N4874;-220,79
E1217N4874;-249,36
E1218N4874;-264,01
E1219N4874;-193,75
E1220N4874;-120,26
E1221N4874;-33,86
E1222N4874;-8,14
E1223N4874;-4,12
E1224N4874;-2,89
E1225N4874;-0,63
E1226N4874;-0,90
E1227N4874;-0,63
E1228N4874;-0,41
E1229N4874;-0,14
E1230N4874;-0,14
E1232N4874;-0,41
E1233N4874;-0,41
E1234N4874;-0,41
E1236N4874;-0,29
E1237N4874;-0,66
E1238N4874;-1,14
E1239N4874;-1,43
E1240N4874;-1,76
E1241N4874;-5,37
E1242N4874;-16,92
E1243N4874;-27,66
E1244N4874;-27,90
E1245N4874;-23,29
E1246N4874;-10,26
E1247N4874;-1,53
E1248N4874;-0,69
E1249N4874;-2,18
E1250N4874;-2,18
E1251N4874;-2,18
E1252N4874;-0,69
E1257N4874;-0,35
E1258N4874;-0,35
E1259N4874;-0,35
E1262N4874;-0,14
E1263N4874;-0,32
E1264N4874;-0,32
E1265N4874;-0,32
E1266N4874;-0,14
E1267N4874;-0,14
E1268N4874;-0,14
E1269N4874;-0,14
E1155N4875;-0,63
E1156N4875;-4,35
E1157N4875;-9,14
E1158N4875;-10,59
E1159N4875;-9,89
E1160N4875;-5,28
E1161N4875;-1,50
E1162N4875;-2,76
E1163N4875;-2,76
E1164N4875;-2,76
E1165N4875;-1,19
E1166N4875;-0,75
E1167N4875;-3,10
E1168N4875;-5,65
E1169N4875;-6,93
E1170N4875;-5,88
E1171N4875;-3,87
E1172N4875;-2,52
E1173N4875;-1,62
E1174N4875;-2,61
E1175N4875;-5,65
E1176N4875;-6,57
E1177N4875;-6,44
E1178N4875;-3,68
E1179N4875;-0,69
E1180N4875;-0,29
E1181N4875;-3,20
E1182N4875;-9,64
E1183N4875;-12,13
E1184N4875;-10,65
E1185N4875;-4,38
E1186N4875;-1,74
E1187N4875;-3,52
E1188N4875;-6,43
E1189N4875;-16,08
E1190N4875;-29,18
E1191N4875;-35,26
E1192N4875;-39,66
E1193N4875;-27,08
E1194N4875;-16,14
E1195N4875;-7,46
E1196N4875;-3,96
E1197N4875;-7,73
E1198N4875;-19,95
E1199N4875;-37,97
E1200N4875;-50,42
E1201N4875;-52,77
E1202N4875;-46,28
E1203N4875;-45,08
E1204N4875;-47,96
E1205N4875;-64,69
E1206N4875;-78,17
E1207N4875;-77,00
E1208N4875;-62,83
E1209N4875;-45,65
E1210N4875;-54,01
E1211N4875;-95,54
E1212N4875;-136,71
E1213N4875;-161,94
E1214N4875;-185,02
E1215N4875;-202,00
E1216N4875;-261,58
E1217N4875;-305,45
E1218N4875;-327,31
E1219N4875;-256,38
E1220N4875;-133,72
E1221N4875;-48,74
E1222N4875;-8,32
E1223N4875;-3,40
E1224N4875;-2,18
E1225N4875;-1,96
E1226N4875;-0,98
E1227N4875;-0,98
E1228N4875;-0,27
E1232N4875;-2,16
E1233N4875;-2,16
E1234N4875;-2,84
E1235N4875;-0,67
E1236N4875;-1,36
E1237N4875;-1,32
E1238N4875;-1,78
E1239N4875;-1,09
E1240N4875;-1,51
E1241N4875;-5,43
E1242N4875;-16,49
E1243N4875;-29,38
E1244N4875;-34,31
E1245N4875;-22,67
E1246N4875;-9,60
E1247N4875;-1,56
E1248N4875;-1,23
E1249N4875;-2,01
E1250N4875;-2,30
E1251N4875;-1,61
E1252N4875;-0,69
E1262N4875;-0,14
E1263N4875;-0,32
E1264N4875;-0,45
E1265N4875;-0,32
E1266N4875;-0,14
E1277N4875;-0,22
E1278N4875;-0,22
E1279N4875;-0,22
E1151N4876;-1,04
E1152N4876;-1,21
E1153N4876;-1,21
E1154N4876;-0,18
E1155N4876;-0,63
E1156N4876;-4,35
E1157N4876;-10,17
E1158N4876;-17,36
E1159N4876;-13,81
E1160N4876;-10,28
E1161N4876;-5,75
E1162N4876;-5,35
E1163N4876;-5,77
E1164N4876;-3,11
E1165N4876;-1,53
E1166N4876;-0,75
E1167N4876;-3,10
E1168N4876;-4,90
E1169N4876;-5,58
E1170N4876;-5,88
E1171N4876;-4,55
E1172N4876;-2,93
E1173N4876;-1,62
E1174N4876;-2,47
E1175N4876;-4,83
E1176N4876;-7,59
E1177N4876;-5,52
E1178N4876;-2,76
E1180N4876;-0,29
E1181N4876;-1,42
E1182N4876;-3,37
E1183N4876;-4,79
E1184N4876;-3,66
E1185N4876;-2,05
E1186N4876;-1,14
E1187N4876;-2,92
E1188N4876;-6,04
E1189N4876;-14,85
E1190N4876;-28,52
E1191N4876;-40,88
E1192N4876;-38,65
E1193N4876;-29,66
E1194N4876;-15,69
E1195N4876;-9,63
E1196N4876;-5,41
E1197N4876;-9,25
E1198N4876;-23,32
E1199N4876;-41,98
E1200N4876;-47,90
E1201N4876;-44,43
E1202N4876;-30,49
E1203N4876;-21,42
E1204N4876;-26,35
E1205N4876;-59,35
E1206N4876;-71,12
E1207N4876;-76,65
E1208N4876;-53,03
E1209N4876;-40,60
E1210N4876;-44,90
E1211N4876;-72,49
E1212N4876;-120,66
E1213N4876;-164,97
E1214N4876;-206,92
E1215N4876;-252,95
E1216N4876;-289,11
E1217N4876;-360,59
E1218N4876;-309,83
E1219N4876;-253,68
E1220N4876;-135,94
E1221N4876;-51,94
E1222N4876;-8,53
E1223N4876;-3,68
E1224N4876;-3,00
E1225N4876;-3,39
E1226N4876;-2,07
E1227N4876;-1,08
E1228N4876;-0,35
E1231N4876;-2,30
E1232N4876;-5,18
E1233N4876;-5,85
E1234N4876;-6,62
E1235N4876;-4,43
E1236N4876;-3,18
E1237N4876;-2,63
E1238N4876;-2,42
E1239N4876;-1,84
E1240N4876;-0,94
E1241N4876;-3,81
E1242N4876;-15,44
E1243N4876;-25,95
E1244N4876;-26,22
E1245N4876;-22,54
E1246N4876;-10,03
E1247N4876;-4,51
E1248N4876;-4,46
E1249N4876;-4,85
E1250N4876;-2,01
E1251N4876;-1,61
E1252N4876;-0,69
E1262N4876;-0,14
E1263N4876;-0,32
E1264N4876;-0,32
E1265N4876;-0,32
E1266N4876;-0,14
E1276N4876;-0,22
E1277N4876;-0,52
E1278N4876;-0,52
E1279N4876;-0,52
E1280N4876;-0,22
E1150N4877;-1,04
E1151N4877;-2,60
E1152N4877;-2,84
E1153N4877;-2,84
E1154N4877;-1,45
E1155N4877;-0,18
E1156N4877;-3,51
E1157N4877;-11,97
E1158N4877;-17,52
E1159N4877;-19,67
E1160N4877;-17,44
E1161N4877;-12,15
E1162N4877;-12,88
E1163N4877;-10,42
E1164N4877;-7,35
E1165N4877;-1,99
E1166N4877;-0,35
E1167N4877;-0,75
E1168N4877;-2,10
E1169N4877;-2,78
E1170N4877;-3,33
E1171N4877;-2,52
E1172N4877;-2,52
E1173N4877;-1,62
E1174N4877;-2,47
E1175N4877;-4,83
E1176N4877;-4,83
E1177N4877;-4,83
E1178N4877;-2,07
E1180N4877;-0,35
E1181N4877;-1,90
E1182N4877;-4,05
E1183N4877;-5,14
E1184N4877;-4,27
E1185N4877;-2,33
E1186N4877;-0,56
E1187N4877;-0,90
E1188N4877;-4,32
E1189N4877;-14,88
E1190N4877;-28,24
E1191N4877;-33,87
E1192N4877;-36,06
E1193N4877;-24,77
E1194N4877;-15,46
E1195N4877;-8,91
E1196N4877;-6,72
E1197N4877;-8,56
E1198N4877;-15,36
E1199N4877;-26,53
E1200N4877;-31,29
E1201N4877;-26,74
E1202N4877;-12,85
E1203N4877;-6,79
E1204N4877;-17,71
E1205N4877;-47,56
E1206N4877;-68,84
E1207N4877;-73,99
E1208N4877;-53,68
E1209N4877;-33,79
E1210N4877;-35,67
E1211N4877;-50,91
E1212N4877;-84,50
E1213N4877;-136,94
E1214N4877;-191,96
E1215N4877;-268,69
E1216N4877;-298,16
E1217N4877;-297,07
E1218N4877;-280,31
E1219N4877;-199,33
E1220N4877;-109,72
E1221N4877;-46,14
E1222N4877;-10,63
E1223N4877;-2,79
E1224N4877;-3,78
E1225N4877;-3,11
E1226N4877;-2,14
E1227N4877;-0,80
E1228N4877;-1,47
E1229N4877;-1,13
E1230N4877;-1,26
E1231N4877;-2,48
E1232N4877;-5,36
E1233N4877;-8,19
E1234N4877;-6,75
E1235N4877;-5,10
E1236N4877;-3,18
E1237N4877;-3,32
E1238N4877;-2,42
E1239N4877;-1,49
E1240N4877;-0,80
E1241N4877;-0,62
E1242N4877;-6,54
E1243N4877;-14,97
E1244N4877;-16,32
E1245N4877;-11,47
E1246N4877;-6,00
E1247N4877;-7,91
E1248N4877;-7,34
E1249N4877;-6,81
E1250N4877;-3,26
E1251N4877;-0,69
E1263N4877;-0,14
E1264N4877;-0,14
E1265N4877;-0,14
E1276N4877;-0,22
E1277N4877;-0,52
E1278N4877;-0,75
E1279N4877;-0,52
E1280N4877;-0,22
E1150N4878;-2,84
E1151N4878;-4,40
E1152N4878;-5,67
E1153N4878;-3,02
E1154N4878;-1,45
E1155N4878;-0,18
E1156N4878;-1,11
E1157N4878;-9,54
E1158N4878;-15,54
E1159N4878;-19,76
E1160N4878;-18,60
E1161N4878;-16,87
E1162N4878;-17,77
E1163N4878;-13,58
E1164N4878;-9,42
E1165N4878;-3,34
E1166N4878;-0,35
E1170N4878;-0,67
E1171N4878;-1,08
E1172N4878;-1,08
E1173N4878;-0,41
E1174N4878;-0,41
E1175N4878;-2,47
E1176N4878;-3,82
E1177N4878;-5,15
E1178N4878;-3,07
E1179N4878;-1,72
E1180N4878;-3,71
E1181N4878;-7,52
E1182N4878;-11,61
E1183N4878;-12,88
E1184N4878;-13,58
E1185N4878;-9,20
E1186N4878;-4,67
E1187N4878;-1,44
E1188N4878;-4,83
E1189N4878;-8,17
E1190N4878;-16,34
E1191N4878;-17,01
E1192N4878;-17,44
E1193N4878;-7,19
E1194N4878;-6,21
E1195N4878;-3,77
E1196N4878;-3,77
E1197N4878;-4,08
E1198N4878;-7,12
E1199N4878;-12,94
E1200N4878;-14,08
E1201N4878;-11,48
E1202N4878;-5,73
E1203N4878;-6,77
E1204N4878;-23,50
E1205N4878;-52,33
E1206N4878;-76,11
E1207N4878;-76,44
E1208N4878;-67,77
E1209N4878;-44,21
E1210N4878;-38,46
E1211N4878;-43,33
